datetime,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY.1,BID.1,ASK.1,ASK QTY.1,CHNG.1,LTP.1,IV.1,VOLUME.1,CHNG IN OI.1,OI.1
2022-12-15 12:12:16.800,431.0,-312.0,2358.0,0.0,799.6,-551.95,25.0,797.5,800.5,25,42700,0.0,0.0,0.05,675.0,-7.0,0.05,11.28,667050.0,3780.0,24920.0
2022-12-15 12:17:20.400,542.0,-1119.0,7388.0,0.0,698.05,-553.7,25.0,691.3,702.3,25,42800,0.0,0.0,0.05,28325.0,-7.8,0.05,9.98,689685.0,-5988.0,27548.0
2022-12-15 12:22:24.000,558.0,-680.0,7189.0,0.0,597.5,-558.1,25.0,597.4,602.45,25,42900,0.0,0.0,0.05,5675.0,-8.8,0.05,8.67,660044.0,1047.0,24093.0
2022-12-15 12:27:27.600,4115.0,-9678.0,58702.0,0.0,499.0,-548.6,25.0,498.0,499.0,200,43000,309800.0,0.05,0.1,1250.0,-10.1,0.05,7.35,2649436.0,6292.0,129795.0
2022-12-15 12:32:31.200,1513.0,-394.0,34322.0,0.0,399.2,-561.65,25.0,398.15,399.55,25,43100,0.0,0.0,0.05,2125.0,-11.35,0.05,6.01,931380.0,-8565.0,21121.0
2022-12-15 12:37:34.800,3635.0,-377.0,89369.0,0.0,300.0,-567.0,25.0,298.55,299.8,25,43200,3700.0,0.05,0.2,2175.0,-12.95,0.2,5.33,1556079.0,-7962.0,40286.0
2022-12-15 12:42:38.400,7250.0,2490.0,200077.0,0.0,199.45,-569.2,25.0,198.55,199.45,25,43300,5475.0,0.1,0.15,3150.0,-15.95,0.15,3.65,1832722.0,-5843.0,42941.0
2022-12-15 12:47:42.000,17503.0,11752.0,673936.0,0.0,100.0,-568.4,175.0,99.4,99.8,25,43400,25.0,0.3,0.4,550.0,-19.75,0.4,2.36,3733280.0,47195.0,108603.0
2022-12-15 12:52:45.600,95619.0,75517.0,4260569.0,0.0,0.5,-572.65,75.0,0.4,0.5,3325,43500,875.0,1.25,1.3,1100.0,-25.35,1.25,0.51,11659062.0,36220.0,160902.0
2022-12-15 12:57:49.200,103798.0,94359.0,6360591.0,1.51,0.05,-483.85,0.0,0.0,0.05,57950,43600,575.0,99.4,100.5,150.0,63.75,99.4,4.3,10252929.0,-34032.0,33226.0
2022-12-15 13:02:52.800,96339.0,79604.0,6604086.0,3.32,0.15,-397.7,65000.0,0.05,0.2,550,43700,100.0,200.2,201.3,175.0,151.5,200.2,7.26,10455195.0,-68060.0,16375.0
2022-12-15 13:07:56.400,84100.0,54817.0,9809221.0,5.12,0.25,-317.9,29575.0,0.05,0.25,225,43800,200.0,300.0,300.4,25.0,233.3,300.95,10.01,13566030.0,-58354.0,22356.0
2022-12-15 13:13:00.000,91913.0,55085.0,12522564.0,6.49,0.2,-242.95,30825.0,0.1,0.2,2625,43900,25.0,400.05,400.3,175.0,306.9,400.3,12.27,11675065.0,-56008.0,24315.0
2022-12-15 13:18:03.600,152765.0,13431.0,16103850.0,8.3,0.3,-176.95,925.0,0.2,0.3,25,44000,125.0,500.9,501.3,50.0,372.55,501.0,14.8,12025367.0,-89889.0,30611.0
2022-12-15 13:23:07.200,76231.0,-12874.0,9826846.0,9.6,0.25,-123.45,50.0,0.2,0.25,800,44100,25.0,599.55,601.75,25.0,425.6,599.6,16.58,5283375.0,-36665.0,9591.0
2022-12-15 13:28:10.800,61239.0,-33870.0,6543304.0,10.51,0.15,-82.3,5700.0,0.15,0.2,1200,44200,125.0,700.15,701.9,25.0,469.05,701.35,19.4,2342064.0,-18980.0,6312.0
2022-12-15 13:33:14.400,38642.0,-27515.0,3885027.0,12.19,0.2,-52.25,1125.0,0.15,0.2,2950,44300,25.0,800.3,802.1,75.0,499.0,801.4,21.59,1066019.0,-8832.0,2820.0
2022-12-15 13:38:18.000,34760.0,-31023.0,2622054.0,13.86,0.2,-31.95,4075.0,0.15,0.25,200,44400,25.0,898.65,901.5,25.0,518.95,901.0,23.54,427833.0,-2004.0,2326.0
2022-12-15 13:43:21.600,123782.0,22387.0,3545736.0,14.93,0.2,-19.45,775.0,0.2,0.35,500,44500,25.0,1000.0,1001.2,25.0,529.05,1001.3,25.75,366228.0,-2924.0,4048.0
2022-12-15 13:48:25.200,24969.0,-47541.0,1668883.0,15.33,0.1,-11.75,0.0,0.0,0.05,50,44600,25.0,1100.2,1102.9,100.0,538.8,1102.6,28.38,53913.0,-1476.0,1581.0
2022-12-15 13:53:28.800,29778.0,-28620.0,1276195.0,15.72,0.05,-7.75,80775.0,0.05,0.1,900,44700,150.0,1193.3,1203.25,125.0,541.0,1202.85,30.55,44507.0,-356.0,570.0
2022-12-15 13:58:32.400,29335.0,-9748.0,1053723.0,18.93,0.2,-5.8,900.0,0.1,0.2,325,44800,50.0,1300.55,1303.75,825.0,547.5,1300.8,31.57,8092.0,197.0,885.0
2022-12-15 14:03:36.000,16382.0,-5612.0,721280.0,18.11,0.05,-4.9,0.0,0.0,0.05,3675,44900,900.0,1391.15,1416.1,50.0,562.4,1414.05,39.16,5338.0,-68.0,383.0
2022-12-15 14:08:39.600,134108.0,-2502.0,2117093.0,21.02,0.15,-4.35,124375.0,0.1,0.15,63075,45000,25.0,1498.0,1501.85,150.0,542.55,1500.9,35.52,9150.0,-346.0,610.0
2022-12-15 14:13:43.200,17933.0,1219.0,408266.0,20.47,0.05,-3.75,0.0,0.0,0.05,17575,45100,75.0,1599.2,1619.85,200.0,539.85,1599.65,36.7,351.0,-11.0,52.0
2022-12-15 14:18:46.800,10734.0,-9373.0,366187.0,21.64,0.05,-3.4,0.0,0.0,0.15,600,45200,900.0,1681.15,1719.9,900.0,540.05,1695.1,35.12,135.0,-17.0,24.0
2022-12-15 14:23:50.400,11219.0,-6726.0,248693.0,22.8,0.05,-3.05,0.0,0.0,0.15,175,45300,75.0,1791.95,1819.9,900.0,487.75,1726.65,0.0,32.0,-3.0,22.0
2022-12-15 14:28:54.000,6938.0,1631.0,176243.0,27.17,0.25,-2.55,21875.0,0.05,0.25,375,45400,75.0,1900.35,1919.85,725.0,538.2,1891.95,34.65,107.0,-1.0,14.0
2022-12-15 14:33:57.600,52407.0,-13518.0,941746.0,25.11,0.05,-2.65,42150.0,0.05,0.1,50,45500,25.0,1975.2,2004.3,75.0,538.7,1999.8,44.22,1054.0,-39.0,37.0
2022-12-15 14:39:01.200,7774.0,565.0,137182.0,26.25,0.05,-2.55,0.0,0.0,0.15,175,45600,900.0,2075.1,2119.9,900.0,507.9,2075.8,0.0,55.0,-4.0,14.0
2022-12-15 14:44:04.800,4052.0,1868.0,86024.0,28.79,0.1,-2.3,900.0,0.1,0.25,625,45700,25.0,2197.25,2213.2,25.0,-2041.05,1607.75,0.0,2.0,1.0,1.0
2022-12-15 14:49:08.400,7415.0,6450.0,85042.0,29.97,0.1,-2.2,400.0,0.1,0.25,900,45800,900.0,2206.95,2359.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-15 14:54:12.000,3752.0,3391.0,64288.0,32.13,0.15,-2.05,350.0,0.15,0.2,1875,45900,75.0,2389.4,2418.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-15 14:59:15.600,64905.0,10359.0,886362.0,32.32,0.1,-1.95,1350.0,0.1,0.15,2100,46000,75.0,2501.4,2519.65,50.0,469.65,2418.2,0.0,13.0,-1.0,10.0
2022-12-15 15:04:19.200,38663.0,13098.0,341082.0,36.28,0.05,-1.55,0.0,0.0,0.05,201850,46500,150.0,2950.4,3071.1,50.0,0.0,2440.0,0.0,0.0,0.0,4.0
2022-12-15 15:09:22.800,39211.0,4506.0,377998.0,41.69,0.05,-1.4,0.0,0.0,0.05,47400,47000,500.0,3324.3,3773.55,500.0,0.0,3393.2,0.0,0.0,0.0,22.0
